Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
1,14713,101,1017,1692,15,75,814,9,1931,26,58,186,446,385,599,462,226,54,285,1192,16,1767,101,258,58,1473,2168,228,276,814,32,18,9,63,139,1931,186,71,462,142,2509,155,201,1393,131,1257,1767,1157,26,3603,308,353,1805,1321,713,45,374,188,75,51,18,814,9,9,33,25,5,1931,142,186,112,17,57,15,55,91,3,101,285,139,347,583,37,399,44,91,3,111,17,15,99,99,112,379,353,1157,396,308,385,910,1290
1,13566,2210,2310,1834,2234,269,113,52,122,109,628,1102,2005,1260,404,174,207,419,463,1033,415,45,750,409,339,749,312,203,124,1064,13,297,105,282,187,656,1204,524,865,962,370,944,289,539,566,161,199,391,522,27,65,16,857,625,159,62,933,136,37,3,399,17,112,48,27,605,1518,2382,2081,513,415,1532,1367,972,545,269,27,401,540,618,199,623,1260,2005,1642,1033,463,913,415,463,419,913,463,803,370,628,499,1251,319,269,361
1,16332,1151,1603,785,1212,1119,138,571,415,463,419,207,379,534,380,456,457,410,1169,1102,1963,1781,1332,816,1091,593,379,1624,1414,2547,1119,434,469,1464,1279,1529,115,200,249,193,628,695,784,897,102,175,148,89,1119,415,2584,1003,979,1509,34,971,546,852,46,77,489,1257,506,1119,882,77,309,195,909,654,1583,506,1257,184,26,38,1788,1195,790,823,706,2226,909,657,285,1596,795,1111,1649,1649,1920,26,1596,1279,1269,408,38,139,652,652,285
1,17419,1387,1036,157,590,169,6,43,172,8,570,2051,137,131,110,2534,171,529,306,20,1805,1786,248,1187,172,262,360,227,153,805,401,1456,511,195,212,143,1324,7,41,67,671,41,479,449,190,10,332,445,191,171,211,960,253,250,137,661,203,643,172,1133,1,166,414,661,284,110,41,211,1029,214,275,450,1320,1406,879,559,584,445,67,255,479,1113,377,1554,214,84,41,39,10,20,1719,54,253,190,1514,470,1430,222,318,303,1665
1,13451,1117,58,166,162,1009,1765,337,1160,13,636,427,1570,384,845,120,1355,7,354,1097,210,1072,100,344,100,61,483,903,227,814,72,1324,134,120,1009,435,1109,13,43,141,278,19,5,1127,814,1223,871,1285,270,1215,751,291,149,583,88,136,3,30,19,18,128,32,75,232,453,738,34,1216,1193,1003,1601,979,1125,459,761,346,108,67,3053,46,73,76,1058,47,337,1833,414,62,605,1551,1806,234,1223,1127,1642,628,695,784,606,207,274
1,17812,328,187,511,36,151,290,1457,1365,804,390,390,363,1457,511,290,20,277,142,2110,450,124,1797,464,879,702,581,449,602,290,1635,721,149,363,87,812,890,447,237,848,622,817,49,467,893,527,34,149,264,47,72,16,65,208,568,1080,1375,10,600,1706,87,583,42,1573,511,172,1898,2851,605,600,130,693,45,634,697,758,1208,1881,1054,1102,1321,65,264,363,208,2803,310,47,10,568,933,498,2063,1786,1901,470,290,1426,1542,784,470
1,15854,2494,295,1147,1004,1,226,1468,340,42,954,336,165,441,142,71,336,165,441,350,506,139,585,6,803,858,1033,2292,1516,1250,259,1505,112,15,1505,2433,2528,2721,2275,1302,560,2329,738,919,969,657,657,1581,686,1079,2378,1317,1756,280,324,1790,1429,742,728,419,1,295,77,441,336,336,165,954,441,999,1152,609,29,24,820,1270,1014,789,1528,3794,26,995,2604,1502,91,1505,934,433,252,428,591,311,373,109,60,1453,1295,1197,102,98,77
1,16892,1114,261,708,70,537,1622,1250,1434,634,697,2475,493,114,43,43,13,307,199,49,485,649,1,325,159,1697,224,1196,682,77,1762,1385,99,770,701,1267,280,2238,2132,356,1074,361,155,261,327,378,825,2320,562,1301,432,1620,1273,463,461,16,592,908,1273,383,1196,77,1622,16,358,571,1899,1101,779,752,515,116,232,721,356,451,3252,46,73,665,1220,1756,84,2744,1267,492,46,1220,401,519,19,72,708,547,1557,914,985,816,36,710,1094
1,13588,467,403,1523,290,430,1272,555,473,40,284,203,379,353,254,45,130,110,587,1091,184,409,252,484,1069,580,780,775,595,460,683,569,364,639,364,639,284,639,280,16,2481,2084,2460,2375,639,514,1091,131,127,203,130,131,184,1111,127,284,514,639,129,67,521,393,45,2118,740,2021,1194,61,483,2015,1746,580,1028,525,1050,448,698,677,3009,1121,2386,1482,2415,1303,637,1175,484,130,284,327,131,387,203,551,778,252,948,330,720,875,582
1,16470,907,3301,1921,1867,139,1991,1775,19,214,252,433,2917,719,1954,61,969,219,1763,405,33,1945,359,355,2582,1286,720,340,907,1738,1580,1089,3736,286,328,7,3983,14,1467,1263,42,1309,1281,1087,1856,1413,3624,248,2382,1733,1505,1087,110,131,1087,89,682,960,454,1685,272,540,199,586,1553,1722,931,214,682,356,1856,1281,750,682,110,1309,1281,1087,1263,1744,834,674,1860,586,938,1202,524,454,750,1657,524,666,219,154,272,315,282,148,263,110,1928
1,13644,2678,1415,2394,945,743,1972,1751,892,174,404,921,1337,1591,2957,2646,3189,151,513,1275,1624,293,1061,621,1802,1816,2677,1102,2452,2434,2597,2183,1622,1816,2087,2150,1955,2108,2561,2136,1248,963,1335,1908,76,474,397,978,1159,121,93,872,302,369,481,735,212,917,1259,510,261,239,226,2715,2929,1622,1908,2555,712,3098,1155,321,531,1179,747,287,332,145,634,493,600,697,1434,1250,297,4,22,910,476,487,652,604,183,73,46,10,294,67,1857,200,933
1,12948,425,159,325,224,264,16,297,128,19,103,5,23,33,18,74,525,211,1429,264,325,159,224,159,264,297,16,65,585,927,759,272,1746,40,772,260,90,679,412,219,505,585,851,443,1677,590,471,127,157,213,555,473,504,228,1493,1158,1409,868,1321,1013,1448,2015,553,300,258,22,211,314,394,213,157,527,895,1287,416,555,228,276,590,471,274,219,129,4,33,157,213,471,416,473,555,394,228,276,504,1287,527,127,1060,845,170
1,16672,35,90,29,673,771,631,829,28,35,247,1782,710,647,699,707,24,66,29,2,673,771,49,56,631,829,90,654,223,28,35,247,247,35,28,90,701,223,247,673,49,56,631,829,654,223,28,35,24,49,56,90,654,1851,49,223,28,90,771,829,49,56,631,673,66,29,707,1782,647,701,699,710,28,247,829,673,49,56,35,654,223,247,90,654,223,28,90,90,654,223,35,247,90,654,90,35,28,223,771,49,56
1,13344,375,375,375,236,793,1356,1243,929,381,188,129,117,194,157,213,328,255,142,108,135,121,799,217,209,1098,70,70,1172,412,662,879,1410,467,16,457,113,2270,2036,2312,22,2349,1080,616,1098,559,338,243,468,50,37,53,1702,202,1064,344,263,14,104,27,20,630,492,21,316,7,2512,2294,2373,2748,2616,2714,2818,2749,2873,2874,2850,1703,1092,1019,306,1564,2305,201,8,52,60,428,235,68,557,371,466,4,1056,1456,3403,774,640,655,650
1,16143,598,1142,2724,1452,1118,2,7,61,256,455,591,609,21,43,292,13,202,368,206,1550,598,609,5,814,76,1142,10,455,206,244,167,88,46,582,21,202,192,455,234,61,483,83,2207,166,58,2228,22,4,43,114,145,483,313,469,434,497,2553,1166,18,814,455,7,202,21,354,43,4,218,532,508,260,2115,582,10,438,1982,1441,428,304,582,206,180,132,83,58,166,198,22,21,61,389,373,74,4,218,455,196,43,114,145
1,14382,698,2184,2059,1798,784,628,695,146,175,716,67,67,54,118,1102,1064,27,383,1224,838,1224,2712,159,761,318,303,570,335,733,375,158,236,1301,1524,618,48,55,583,88,3,12,53,15,507,272,219,1070,1752,1475,1950,1140,704,692,492,119,703,304,316,2079,1421,1958,1459,547,40,231,703,364,1861,2387,39,109,173,52,238,269,113,808,792,983,257,1569,1518,475,1506,388,138,72,1777,421,1362,517,547,1109,1008,1025,1925,42,233,168,233
1,16919,135,296,678,140,366,209,916,939,1339,1034,1241,1975,106,83,288,58,198,362,76,212,239,2497,1479,900,2332,859,2003,2205,1484,1269,1597,1572,488,334,201,1442,202,21,47,714,878,820,1245,135,678,193,209,366,2741,1260,83,239,58,212,3,12,15,112,896,452,2823,308,201,820,878,135,140,807,209,366,249,3011,212,106,83,76,121,58,1317,1063,1261,1571,1828,2332,1871,1479,1269,1721,740,256,201,374,155,458,820,878,964,1967,168,233
1,14541,499,868,955,2671,1936,72,2245,235,2051,257,453,400,720,516,1187,515,855,327,41,214,688,179,36,339,152,164,175,3044,3044,768,257,1897,2132,2090,516,286,257,1672,234,311,591,516,768,519,18,281,2055,245,19,389,49,301,257,479,400,519,768,516,499,515,783,1518,1074,720,327,1187,257,516,515,1187,220,427,791,220,965,451,255,874,874,141,965,10,141,273,638,502,451,2684,373,609,995,42,649,610,190,41,965,273,451,502
1,15769,599,1358,1827,81,178,112,64,99,55,12,44,3,3,37,64,12,48,99,112,112,205,87,37,136,2274,3,64,53,44,111,48,55,17,88,112,37,136,2274,3,64,53,44,111,48,55,205,87,17,88,112,48,37,64,12,3,451,638,112,37,48,3,12,48,64,99,112,451,638,1729,178,112,64,99,55,12,3,1150,44,317,178,112,64,99,55,12,3,111,44,1729,64,99,55,12,3,111,44,112,451,638,451
1,17236,106,2361,1897,70,28,223,35,345,6,948,121,2804,1130,1416,837,867,515,946,1244,439,960,1230,1054,586,28,3379,70,537,99,1185,1931,1450,290,2576,1794,1102,27,1706,1320,275,53,583,187,150,2991,568,70,28,35,945,2268,1515,1344,843,1426,615,224,159,205,53,88,583,753,297,307,70,116,345,6,1150,1793,70,6,60,173,122,120,8,52,1348,1271,1421,61,14,450,73,46,568,621,1030,2795,1130,70,537,345,242,279,123,40,22
1,12607,102,110,245,41,209,242,337,251,68,402,318,303,771,673,80,169,78,1660,381,428,497,820,714,238,305,173,8,879,60,999,1238,1788,664,455,1571,1502,784,695,376,182,259,460,636,427,751,1864,2530,2377,1575,1924,395,1065,253,604,487,652,366,1108,524,1930,2266,1879,39,607,408,1318,1634,7,330,542,264,581,838,702,449,1175,637,773,613,860,850,770,737,235,430,406,383,432,403,269,158,1051,356,343,477,326,1164,951,1541,322
1,14639,345,58,727,151,995,1346,987,721,242,251,331,337,279,342,152,1679,992,217,934,883,2,310,13,43,1794,2133,86,153,21,481,512,292,923,781,501,307,1238,117,844,140,198,152,1225,272,759,1870,1133,1533,1438,594,162,174,742,728,1360,287,913,622,833,848,207,463,419,67,58,2381,2186,2527,1217,649,1144,78,169,1137,1731,1424,457,800,1661,766,970,116,571,1220,215,307,1737,945,1751,84,242,279,934,251,331,1878,861,84,212,633
1,15123,2455,2721,1685,1606,764,565,519,788,147,1051,829,771,238,532,296,481,735,978,92,1310,181,2,66,338,418,423,468,50,645,359,614,80,321,58,363,826,576,1256,1338,153,348,888,320,653,482,28,35,247,390,6,70,1037,1052,549,82,444,301,273,502,451,638,80,482,148,175,89,146,387,782,327,257,353,713,699,825,197,96,72,196,373,2,1338,1256,576,826,992,526,223,28,1740,888,321,58,362,520,84,640,655,774,633
1,12688,291,149,57,809,37,12,136,17,63,85,32,317,2166,2192,1046,1896,2149,309,1387,603,796,2305,260,20,14,40,2625,3152,1396,675,675,1452,129,1788,1152,311,343,1195,1695,503,1793,8,122,173,238,305,52,1238,348,153,679,50,80,133,835,660,49,56,301,604,652,423,1625,1885,2068,1862,2,472,847,1296,904,313,873,469,731,434,831,886,812,237,1610,447,424,62,829,24,29,267,1240,464,36,550,824,1021,283,1062,2463,1313,875,699
1,14657,878,173,1675,1609,323,97,1026,1158,1409,1211,1138,1540,2459,1136,2364,1407,1872,1026,2684,1623,1817,1336,1765,344,1166,455,1065,641,395,100,596,3227,1082,1399,1183,2367,923,21,368,1285,871,736,526,781,1075,306,1053,152,104,3244,10,42,210,395,1823,2283,2118,1186,1462,668,3210,820,21,2754,424,469,2689,536,8,120,27,323,234,104,100,1391,42,43,638,502,273,361,374,201,155,429,641,322,395,1832,1462,1186,97,100,104,1623,97,100,305,177
1,17613,1278,715,575,16,65,1086,77,1,271,1317,20,260,399,2596,1128,426,584,205,87,933,16,65,203,803,715,1,970,77,452,222,271,399,715,803,1,77,392,1519,345,6,1746,2654,1561,675,2738,644,650,774,1525,1271,1421,655,640,633,260,2115,795,2801,20,277,345,6,1305,217,909,509,1746,1,287,2137,142,186,1364,564,123,392,77,1335,980,1002,1701,2634,2654,1146,2953,39,45,253,245,2800,1056,795,382,277,466,20,2488,1194,1451,1013
1,16023,396,245,203,175,148,102,272,327,1423,292,1022,259,604,294,3,280,324,720,1465,221,514,1224,666,524,865,962,1108,215,1332,741,912,6,345,159,590,471,96,232,291,149,3,1675,1609,1224,601,411,572,20,8,52,238,277,10,967,382,934,714,401,2336,1053,443,231,40,703,8,52,1010,13,306,43,2377,636,1482,751,232,453,1179,148,257,1756,1408,4,215,10,2,423,1653,267,373,1053,956,934,418,691,29,66,24,480,1022,485
1,16145,2317,2385,47,151,40,1643,2293,2638,1624,663,1275,1650,839,1898,2552,2737,1913,2385,151,2638,1563,2779,744,1305,763,340,1563,1922,643,2293,2638,444,549,1561,1537,543,1214,1362,2212,8,684,16,65,40,7,375,236,335,743,1443,763,1071,1043,1206,47,485,315,263,1678,407,1703,105,340,150,294,77,210,160,1,7,95,1737,1443,945,643,22,415,16,65,457,50,962,272,2528,2481,77,1013,1183,1675,160,814,9,47,40,1264,1576,210,7,258,1448
1,17719,736,1346,368,528,40,275,1953,1368,7,487,69,35,28,143,652,61,987,215,321,2308,225,61,7,736,275,450,206,1372,227,1639,1262,2000,1921,1775,1867,2041,90,987,1346,317,1096,1421,1259,978,215,247,69,35,223,28,143,2280,1373,310,183,1906,2658,1237,61,805,223,28,360,262,987,1346,1960,483,1679,2658,1447,1510,1671,1639,1867,1262,795,654,466,718,1653,69,615,373,598,609,483,1886,1679,143,35,262,360,262,360,247,143,40,225,450
1,18229,501,1238,35,69,247,223,143,1376,35,2257,2159,1923,501,1238,107,2257,28,450,143,227,407,2275,2260,2802,28,1734,501,5,18,98,128,25,450,275,2798,2923,2508,103,107,9,18,535,5,501,247,69,14,360,227,372,275,450,28,1376,1238,275,450,262,2280,360,227,126,135,14,262,69,247,27,950,304,341,230,240,103,30,33,220,307,227,230,220,341,227,23,25,19,18,9,103,197,732,5,25,19,74,197,244,283,487,604
1,17629,1119,511,32,15,1364,210,344,100,1702,118,255,255,596,293,470,1496,766,1322,2388,162,344,210,524,173,19,500,1154,737,667,673,356,1087,222,1055,2013,255,770,2815,1197,1208,1567,1475,686,656,960,1087,515,118,16,507,293,1755,2004,45,2517,626,1781,1702,308,932,1395,599,1733,1811,1867,891,214,1359,2000,100,97,4,471,893,899,1714,1227,1267,1470,1386,687,632,210,344,347,138,405,127,2024,361,2676,631,1536,179,1510,265,1548,36,49,879
1,13952,1766,754,1231,1453,2157,3276,8,2,326,884,491,961,1381,308,385,1387,1460,1478,1564,285,163,96,193,209,135,578,612,26,622,1236,1561,293,101,1213,1166,60,72,196,256,304,950,999,1152,311,234,455,591,401,526,475,783,969,355,453,232,721,206,503,1686,1329,2716,1772,1468,2414,1941,1705,2458,2628,1720,47,36,374,1265,152,78,1053,691,714,388,1370,937,1828,823,1122,1541,201,1118,1070,925,3599,2429,874,1181,1765,373,609,152,1001,934,1265
1,17838,183,982,371,1073,225,772,310,1401,369,397,474,302,1185,486,2607,58,217,288,229,121,510,121,83,459,1221,486,166,76,346,761,126,310,310,988,121,140,935,414,1073,805,153,86,348,60,208,269,120,1585,419,415,715,461,1605,592,1120,207,269,414,1104,120,60,269,269,415,419,461,207,1585,592,1120,414,1104,1605,715,208,368,27,1073,466,1104,414,486,483,61,225,498,21,630,7,988,526,950,1237,736,450,275,661,284,203,253
1,16240,3,48,698,211,127,661,245,514,137,45,41,34,320,322,557,4,27,733,403,1428,1105,1212,158,129,341,1128,20,235,702,192,7,323,97,668,100,32,1378,21,1658,50,2,335,236,1207,808,950,923,781,107,1368,449,215,362,876,470,857,87,1301,1508,1113,2039,254,41,45,1018,2645,335,16,1018,280,377,838,2641,2876,1113,594,745,264,1169,119,972,929,437,87,452,625,1017,1175,1121,1864,2184,2347,677,1924,1023,2415,1215,1647,1200,550
1,12757,1916,2440,1850,2341,147,272,89,102,148,175,759,412,112,2341,272,219,75,435,260,111,53,17,55,3,44,178,48,240,500,81,18,103,74,23,19,128,479,88,51,32,1756,162,142,1311,118,286,142,25,391,1668,521,54,118,1870,41,39,622,1810,618,199,760,443,377,703,695,784,628,1947,1572,2608,2054,2276,1663,681,162,355,524,359,622,962,865,1101,962,491,1356,270,1203,1088,757,181,907,156,391,522,620,752,579,1901,1786,528
1,13081,154,150,105,187,181,65,179,1505,182,1422,420,59,146,446,134,98,49,542,885,265,384,822,2559,692,1002,68,705,2483,78,1282,141,775,1383,188,488,171,125,1074,1615,2350,1535,255,177,1485,531,371,71,1302,1798,495,394,328,896,325,252,1196,425,1570,268,433,694,237,904,1340,533,1257,482,189,1246,314,1195,211,152,823,238,2,315,2342,3116,77,4014,1018,1695,852,78,1505,1570,204,3749,340,2350,2060,1817,1982,2158,1026,7,498,61,483
1,18139,422,1864,1575,1379,677,335,235,60,52,122,238,215,750,409,97,668,100,14,422,4,573,639,1614,460,1864,1575,1379,677,22,236,335,235,60,52,122,238,215,41,750,409,879,67,108,97,668,100,604,487,20,14,27,21,422,1864,1575,1379,677,335,235,60,52,122,238,215,41,750,409,879,97,668,100,604,487,14,422,4,573,639,1614,460,1864,1575,1379,677,22,236,335,235,60,52,122,238,215,41,750,409,879,67,108,97
1,14410,1581,126,726,844,1762,102,323,1485,219,175,89,1302,771,673,693,3003,428,2591,1981,441,954,1468,1589,340,1355,189,118,851,1831,2516,2796,2410,340,150,2476,1756,641,395,934,609,368,21,417,431,1409,1409,1158,2704,2459,1910,1409,2671,355,486,891,673,1228,771,1124,1123,93,474,166,261,121,212,369,466,1353,198,397,288,83,362,510,531,239,215,1321,533,420,705,2364,367,1872,1158,39,1409,1805,1795,2334,1493,1828,2958,648,994,156,551,902,778
1,17530,2305,989,148,175,147,102,146,413,2074,1069,708,60,122,238,173,1804,2812,3319,2286,2279,1224,798,186,108,339,749,1901,2366,1913,1624,2063,2122,1840,42,235,1970,1535,155,374,201,2112,458,217,1058,421,896,106,519,619,21,974,1104,357,371,694,252,268,72,337,171,473,276,504,590,15,148,2803,1272,2453,430,1975,1034,939,432,1339,16,147,148,777,272,8,319,52,235,996,429,373,2837,2837,399,2561,2289,1666,2025,2289,2391,708,351,848,684
1,18241,58,1322,678,1243,759,40,264,324,885,119,1009,27,1243,2697,272,119,58,166,163,126,140,1,888,8,60,52,188,27,668,152,36,96,3,40,491,312,710,353,749,39,350,506,20,1140,1687,1019,1009,1687,77,1,60,140,27,40,52,312,710,20,4,1541,1118,1118,27,39,1541,22,707,1,77,710,350,1009,707,701,647,699,188,235,428,381,68,4,22,402,77,710,52,60,8,3,350,68,312,166,58,39,272,1140,235,520
1,13668,121,1185,212,106,3694,239,1117,83,917,452,1,126,101,116,2441,452,1954,183,70,116,954,441,1,43,292,13,226,295,700,118,76,58,917,1058,558,77,295,142,83,261,1185,1033,803,191,984,882,221,241,766,1496,697,634,114,6,365,1222,452,1092,920,212,121,452,337,861,331,242,251,442,93,1198,2141,529,174,162,404,803,1033,858,1084,1666,2025,1592,804,449,581,697,634,1434,1250,766,342,70,139,38,26,1081,1343,1486,31,920
1,13767,883,6,52,60,8,286,151,143,28,223,35,115,154,150,506,60,52,8,189,151,35,28,2,151,340,28,35,223,143,69,350,506,336,441,165,2180,2,151,69,340,151,151,35,28,115,71,189,6,151,143,28,223,35,193,24,29,154,150,6,165,350,506,151,28,35,2,24,29,151,143,28,223,35,165,84,289,161,143,35,28,29,24,66,2,684,1032,28,2,143,28,24,66,29,71,115,150,154,105,282,35
1,14107,564,1178,202,384,8,109,1471,995,389,300,685,627,676,186,146,9,1178,272,919,71,676,150,756,146,409,756,70,117,72,20,47,5,967,219,676,491,919,330,39,109,2000,1362,389,5,152,27,8,2,1484,859,1612,685,627,676,491,756,219,384,492,316,779,196,72,234,732,373,598,609,186,39,146,676,756,219,8,109,27,304,61,9,300,70,876,333,100,36,609,373,598,72,234,219,9,330,109,350,336,441,919,627
1,15932,1006,611,93,1,1072,1333,1912,839,818,722,1623,1035,1031,1354,2734,2652,2049,500,649,2237,718,772,1373,287,13,2056,1491,874,564,2067,274,259,554,4,629,918,1867,2041,1401,718,1906,2658,1373,772,293,474,93,8,195,1853,172,2067,1453,1676,2157,2335,101,2119,172,2119,1453,1352,1352,1682,1682,283,1453,2157,4,357,371,1181,1,2357,1824,114,1449,2123,386,1453,13,183,310,310,760,1501,712,936,386,975,195,611,1784,221,943,207,915,858,1273,629
1,13771,625,972,929,65,1169,885,841,264,119,534,324,1113,228,504,276,425,613,339,749,312,661,203,1157,327,137,130,782,45,110,409,750,406,115,67,108,375,335,158,236,871,1285,1902,651,113,52,381,1737,2858,1128,740,1189,1194,1013,1448,2201,903,926,135,1351,993,681,334,620,579,1354,1031,56,238,1660,98,281,5,814,167,244,246,258,707,300,36,204,265,179,8,808,263,1064,120,188,60,428,68,4,295,668,100,27,97,518,1
1,18125,992,486,60,120,602,39,347,588,936,122,614,528,137,257,1837,871,1285,2122,2063,1985,2182,61,483,808,117,438,1026,507,993,226,118,54,142,71,108,120,173,60,39,1289,77,1690,270,77,284,253,661,980,479,1118,1118,898,2,134,170,567,327,658,137,1707,58,917,229,288,229,77,295,1,1526,924,852,2410,869,971,853,1136,869,882,339,749,312,1135,42,1642,425,493,933,1437,1,46,73,145,114,1998,2220,813,971,869,852,1106
1,17883,310,738,1384,2974,3978,900,89,388,841,1835,1598,1143,776,383,912,429,2151,2238,860,738,2828,146,912,50,264,770,737,423,398,1944,656,1507,1314,272,59,2166,658,130,584,181,514,137,270,611,1088,267,3267,92,41,16,267,2,42,1454,1926,188,50,1059,406,1550,1328,203,385,308,1781,579,620,45,2643,2302,1292,1725,455,234,762,2235,878,1587,1623,174,162,1352,948,1682,1948,1682,2001,1022,2203,942,213,1333,1072,577,429,823,1447,820,1569,762
1,14057,1064,953,1521,1520,1023,797,1054,834,245,137,266,353,782,1526,59,1422,525,1005,563,780,181,870,516,768,45,147,175,130,387,326,692,1619,110,131,1570,134,2580,932,752,734,82,3,112,82,49,188,173,238,98,74,19,87,16,897,1018,885,65,745,753,437,929,403,1093,3109,3164,897,16,49,19,719,48,82,56,98,1232,673,771,74,181,314,543,378,1617,1072,1915,59,682,709,560,1876,1386,1267,1470,1227,99,525,677,268,433,252
1,17974,236,375,2158,668,100,158,996,733,409,1106,857,518,231,187,340,150,105,2462,1043,1350,575,715,2165,901,1277,1704,746,2145,594,1233,67,71,108,42,1302,778,448,1506,136,200,111,244,695,2063,395,1413,352,271,133,274,959,1648,159,1861,257,382,1392,980,1963,88,1012,62,252,268,159,310,1498,10,825,133,524,843,514,1939,2128,707,682,1029,1038,1547,821,1430,815,1861,159,989,1829,692,704,1430,62,815,148,707,84,53,87,88,10,1648
1,17861,1490,1340,100,631,788,444,734,744,797,1215,2028,677,1379,1482,698,1521,1023,427,1505,744,1994,1699,2004,2221,158,236,375,82,1755,1869,266,335,1871,1424,987,1054,1487,1054,817,848,1054,746,68,1006,72,1394,1507,1191,571,1552,893,656,437,224,1731,803,1095,1260,1504,1420,467,530,378,410,2262,2728,280,34,560,403,1523,131,130,2084,182,393,563,1422,1614,169,240,19,632,843,1160,1543,9,85,32,14,677,2481,1121,225,1866,68,1010,797,1023,1521
1,14135,668,1316,8,52,60,20,948,798,231,443,400,1318,1934,1780,1884,2088,2456,1798,2418,1275,1821,663,745,108,896,54,1341,340,547,1887,247,143,28,315,255,896,108,115,54,71,1093,1341,435,149,1538,1017,636,1264,1023,2777,797,953,2501,173,322,2110,1900,479,71,108,54,118,143,247,35,223,69,28,1093,1341,71,255,108,54,282,105,107,1524,1301,280,292,67,108,71,54,571,1023,776,113,52,10,1914,788,334,1023,953,1522,1067,109,39
1,13224,698,1647,1924,2347,636,1017,1790,284,350,178,12,3,17,15,88,55,1973,5,128,33,1547,170,1095,2005,621,568,1298,1494,1807,58,262,227,1032,360,1368,121,106,758,587,452,351,1204,274,436,845,377,231,839,16,818,454,40,156,174,162,592,908,207,461,463,419,822,222,745,476,292,706,2648,284,127,14,95,1721,22,73,46,665,40,19,362,103,197,23,33,170,25,30,98,5,18,1753,245,70,106,166,2045,2233,2031,464,415
1,16729,161,828,177,1310,1504,1420,465,164,667,181,545,261,215,93,302,474,513,358,866,621,635,97,100,223,6,28,69,223,35,568,605,1691,590,194,22,473,259,228,734,37,136,37,88,1568,82,149,9,103,5,19,23,30,128,2901,426,128,74,399,88,583,261,712,452,637,3635,2626,974,1120,1198,465,866,358,521,1063,611,302,161,828,642,689,115,118,67,54,328,118,345,686,1077,34,6,1337,162,174,181,72,454,1635,2127,164
1,16722,325,211,1038,314,394,1085,471,1769,590,157,159,224,325,1023,1017,797,953,5,33,9,18,19,814,98,51,85,32,63,924,1874,3338,1029,1085,1825,2368,1234,1555,1458,1643,870,516,768,39,435,914,1109,1557,74,128,2232,5,18,19,98,1733,1543,981,471,966,427,698,1023,953,797,2232,1520,1264,636,2184,2028,2059,33,144,18,9,30,23,19,25,103,128,1924,677,1017,427,1023,751,797,2232,677,698,1264,636,2184,2347,1017,2059,211,607,1023
1,14299,152,2,152,2,255,231,83,152,883,2,152,105,188,2,2,79,490,690,176,438,13,740,2,1026,2,188,45,105,2,152,83,172,1355,871,882,79,45,130,137,1198,24,522,1497,158,105,2876,625,2876,539,117,14,154,7,66,24,267,62,344,1198,595,1614,6,882,137,45,137,172,344,210,105,154,62,170,97,6,106,83,109,1198,117,547,522,567,330,327,257,782,1114,382,339,175,89,673,891,938,356,477,1228,1202,1363
1,14776,705,420,1470,1386,1227,1267,924,484,1234,1383,1458,171,125,2587,177,120,173,109,122,1282,1100,1752,161,944,828,479,1227,1267,1035,500,607,484,681,355,109,122,120,238,120,607,944,828,161,238,681,479,1035,1227,1267,500,122,484,109,355,120,607,944,828,161,238,681,479,1035,1227,1267,500,122,484,109,355,355,681,355,370,539,944,828,161,533,420,1742,1470,1386,607,131,110,484,707,161,479,1035,500,607,484,370,355,2591,533,420,1267
1,14525,413,1201,3,127,13,581,1830,370,581,449,723,465,332,810,442,398,439,1,1120,365,43,13,329,439,2335,367,1,1796,730,511,195,801,956,2537,1033,803,1559,2282,386,556,452,1437,1120,439,1198,1389,1322,442,1110,810,365,92,1,2773,758,587,832,1120,974,1055,38,26,664,289,539,161,664,906,1178,1165,1102,2099,2124,351,956,801,452,1554,260,1460,536,1641,843,603,70,116,139,272,603,1893,2581,1155,810,390,2052,1826,804,1808,680,773
1,17337,181,3669,77,553,676,1942,553,364,270,676,491,884,1,888,2092,1715,1416,2804,760,975,2361,1388,302,93,1339,939,1161,558,3358,2607,1221,369,397,121,198,531,261,1185,239,474,474,93,1034,1034,481,1014,1528,862,1057,789,1366,1304,1039,1242,341,1405,3702,2222,2049,989,624,21,202,263,1641,262,227,167,1188,2817,2817,1589,41,940,137,127,253,661,13,317,5,75,9,5,1009,694,252,749,1782,253,973,991,1302,137,674,1230,1933,586,834,1881
1,16460,957,318,303,1623,744,233,2106,127,400,1206,2517,623,581,702,903,159,325,2815,2018,1567,1548,741,912,867,1176,1638,1283,1348,1884,1634,1602,1981,122,173,8,388,238,119,269,319,215,1154,421,1623,1175,297,760,929,1761,1527,1714,1212,323,1551,236,218,586,344,210,335,124,97,13,145,114,77,109,1487,666,524,881,1310,355,370,949,1227,1267,864,179,36,378,530,519,619,929,458,201,155,20,1535,651,1355,47,1083,186,19,73,46,1111,1763
